Week,Airports,Class,Passengers,Date
1989 W01,ADL-PER,First,143,02-01-1989
1989 W02,ADL-PER,First,141,09-01-1989
1989 W03,ADL-PER,First,150,16-01-1989
1989 W04,ADL-PER,First,142,23-01-1989
1989 W05,ADL-PER,First,194,30-01-1989
1989 W06,ADL-PER,First,210,06-02-1989
1989 W07,ADL-PER,First,218,13-02-1989
1989 W08,ADL-PER,First,156,20-02-1989
1989 W09,ADL-PER,First,193,27-02-1989
1989 W10,ADL-PER,First,296,06-03-1989
1989 W11,ADL-PER,First,142,13-03-1989
1989 W12,ADL-PER,First,136,20-03-1989
1989 W13,ADL-PER,First,226,27-03-1989
1989 W14,ADL-PER,First,217,03-04-1989
1989 W15,ADL-PER,First,177,10-04-1989
1989 W16,ADL-PER,First,167,17-04-1989
1989 W17,ADL-PER,First,194,24-04-1989
1989 W18,ADL-PER,First,163,01-05-1989
1989 W19,ADL-PER,First,181,08-05-1989
1989 W20,ADL-PER,First,208,15-05-1989
1989 W21,ADL-PER,First,225,22-05-1989
1989 W22,ADL-PER,First,172,29-05-1989
1989 W23,ADL-PER,First,158,05-06-1989
1989 W24,ADL-PER,First,188,12-06-1989
1989 W25,ADL-PER,First,141,19-06-1989
1989 W26,ADL-PER,First,183,26-06-1989
1989 W27,ADL-PER,First,158,03-07-1989
1989 W28,ADL-PER,First,159,10-07-1989
1989 W29,ADL-PER,First,132,17-07-1989
1989 W30,ADL-PER,First,94,24-07-1989
1989 W31,ADL-PER,First,200,31-07-1989
1989 W32,ADL-PER,First,152,07-08-1989
1989 W33,ADL-PER,First,91,14-08-1989
1989 W34,ADL-PER,First,0,21-08-1989
1989 W35,ADL-PER,First,0,28-08-1989
1989 W36,ADL-PER,First,0,04-09-1989
1989 W37,ADL-PER,First,0,11-09-1989
1989 W38,ADL-PER,First,0,18-09-1989
1989 W39,ADL-PER,First,0,25-09-1989
1989 W40,ADL-PER,First,0,02-10-1989
1989 W41,ADL-PER,First,0,09-10-1989
1989 W42,ADL-PER,First,0,16-10-1989
1989 W43,ADL-PER,First,8,23-10-1989
1989 W44,ADL-PER,First,13,30-10-1989
1989 W45,ADL-PER,First,0,06-11-1989
1989 W46,ADL-PER,First,0,13-11-1989
1989 W47,ADL-PER,First,0,20-11-1989
1989 W48,ADL-PER,First,0,27-11-1989
1989 W49,ADL-PER,First,10,04-12-1989
1989 W50,ADL-PER,First,99,11-12-1989
1989 W51,ADL-PER,First,27,18-12-1989
1989 W52,ADL-PER,First,43,25-12-1989
1990 W01,ADL-PER,First,68,01-01-1990
1990 W02,ADL-PER,First,91,08-01-1990
1990 W03,ADL-PER,First,92,15-01-1990
1990 W04,ADL-PER,First,85,22-01-1990
1990 W05,ADL-PER,First,140,29-01-1990
1990 W06,ADL-PER,First,109,05-02-1990
1990 W07,ADL-PER,First,119,12-02-1990
1990 W08,ADL-PER,First,138,19-02-1990
1990 W09,ADL-PER,First,129,26-02-1990
1990 W10,ADL-PER,First,134,05-03-1990
1990 W11,ADL-PER,First,205,12-03-1990
1990 W12,ADL-PER,First,185,19-03-1990
1990 W13,ADL-PER,First,160,26-03-1990
1990 W14,ADL-PER,First,95,02-04-1990
1990 W15,ADL-PER,First,120,09-04-1990
1990 W16,ADL-PER,First,109,16-04-1990
1990 W17,ADL-PER,First,159,23-04-1990
1990 W18,ADL-PER,First,134,30-04-1990
1990 W19,ADL-PER,First,119,07-05-1990
1990 W20,ADL-PER,First,121,14-05-1990
1990 W21,ADL-PER,First,125,21-05-1990
1990 W22,ADL-PER,First,113,28-05-1990
1990 W23,ADL-PER,First,107,04-06-1990
1990 W24,ADL-PER,First,118,11-06-1990
1990 W25,ADL-PER,First,110,18-06-1990
1990 W26,ADL-PER,First,105,25-06-1990
1990 W27,ADL-PER,First,109,02-07-1990
1990 W28,ADL-PER,First,108,09-07-1990
1990 W29,ADL-PER,First,113,16-07-1990
1990 W30,ADL-PER,First,104,23-07-1990
1990 W31,ADL-PER,First,145,30-07-1990
1990 W32,ADL-PER,First,123,06-08-1990
1990 W33,ADL-PER,First,97,13-08-1990
1990 W34,ADL-PER,First,99,20-08-1990
1990 W35,ADL-PER,First,140,27-08-1990
1990 W36,ADL-PER,First,135,03-09-1990
1990 W37,ADL-PER,First,151,10-09-1990
1990 W38,ADL-PER,First,59,17-09-1990
1990 W39,ADL-PER,First,82,24-09-1990
1990 W40,ADL-PER,First,131,01-10-1990
1990 W41,ADL-PER,First,132,08-10-1990
1990 W42,ADL-PER,First,160,15-10-1990
1990 W43,ADL-PER,First,171,22-10-1990
1990 W44,ADL-PER,First,164,29-10-1990
1990 W45,ADL-PER,First,145,05-11-1990
1990 W46,ADL-PER,First,140,12-11-1990
1990 W47,ADL-PER,First,130,19-11-1990
1990 W48,ADL-PER,First,156,26-11-1990
1990 W49,ADL-PER,First,161,03-12-1990
1990 W50,ADL-PER,First,125,10-12-1990
1990 W51,ADL-PER,First,15,17-12-1990
1990 W52,ADL-PER,First,41,24-12-1990
1991 W01,ADL-PER,First,59,31-12-1991
1991 W02,ADL-PER,First,81,07-01-1991
1991 W03,ADL-PER,First,69,14-01-1991
1991 W04,ADL-PER,First,89,21-01-1991
1991 W05,ADL-PER,First,93,28-01-1991
1991 W06,ADL-PER,First,136,04-02-1991
1991 W07,ADL-PER,First,158,11-02-1991
1991 W08,ADL-PER,First,139,18-02-1991
1991 W09,ADL-PER,First,116,25-02-1991
1991 W10,ADL-PER,First,122,04-03-1991
1991 W11,ADL-PER,First,151,11-03-1991
1991 W12,ADL-PER,First,79,18-03-1991
1991 W13,ADL-PER,First,73,25-03-1991
1991 W14,ADL-PER,First,126,01-04-1991
1991 W15,ADL-PER,First,129,08-04-1991
1991 W16,ADL-PER,First,69,15-04-1991
1991 W17,ADL-PER,First,115,22-04-1991
1991 W18,ADL-PER,First,101,29-04-1991
1991 W19,ADL-PER,First,100,06-05-1991
1991 W20,ADL-PER,First,106,13-05-1991
1991 W21,ADL-PER,First,97,20-05-1991
1991 W22,ADL-PER,First,65,27-05-1991
1991 W23,ADL-PER,First,109,03-06-1991
1991 W24,ADL-PER,First,104,10-06-1991
1991 W25,ADL-PER,First,96,17-06-1991
1991 W26,ADL-PER,First,58,24-06-1991
1991 W27,ADL-PER,First,71,01-07-1991
1991 W28,ADL-PER,First,79,08-07-1991
1991 W29,ADL-PER,First,76,15-07-1991
1991 W30,ADL-PER,First,70,22-07-1991
1991 W31,ADL-PER,First,86,29-07-1991
1991 W32,ADL-PER,First,91,05-08-1991
1991 W33,ADL-PER,First,63,12-08-1991
1991 W34,ADL-PER,First,79,19-08-1991
1991 W35,ADL-PER,First,110,26-08-1991
1991 W36,ADL-PER,First,70,02-09-1991
1991 W37,ADL-PER,First,75,09-09-1991
1991 W38,ADL-PER,First,91,16-09-1991
1991 W39,ADL-PER,First,74,23-09-1991
1991 W40,ADL-PER,First,76,30-09-1991
1991 W41,ADL-PER,First,80,07-10-1991
1991 W42,ADL-PER,First,117,14-10-1991
1991 W43,ADL-PER,First,73,21-10-1991
1991 W44,ADL-PER,First,99,28-10-1991
1991 W45,ADL-PER,First,93,04-11-1991
1991 W46,ADL-PER,First,61,11-11-1991
1991 W47,ADL-PER,First,107,18-11-1991
1991 W48,ADL-PER,First,65,25-11-1991
1991 W49,ADL-PER,First,84,02-12-1991
1991 W50,ADL-PER,First,101,09-12-1991
1991 W51,ADL-PER,First,38,16-12-1991
1991 W52,ADL-PER,First,43,23-12-1991
1992 W01,ADL-PER,First,58,30-12-1992
1992 W02,ADL-PER,First,75,06-01-1992
1992 W03,ADL-PER,First,87,13-01-1992
1992 W04,ADL-PER,First,61,20-01-1992
1992 W05,ADL-PER,First,149,27-01-1992
1992 W06,ADL-PER,First,228,03-02-1992
1992 W07,ADL-PER,First,142,10-02-1992
1992 W08,ADL-PER,First,175,17-02-1992
1992 W09,ADL-PER,First,163,24-02-1992
1992 W10,ADL-PER,First,192,02-03-1992
1992 W11,ADL-PER,First,181,09-03-1992
1992 W12,ADL-PER,First,321,16-03-1992
1992 W13,ADL-PER,First,236,23-03-1992
1992 W14,ADL-PER,First,252,30-03-1992
1992 W15,ADL-PER,First,203,06-04-1992
1992 W16,ADL-PER,First,195,13-04-1992
1992 W17,ADL-PER,First,226,20-04-1992
1992 W18,ADL-PER,First,218,27-04-1992
1992 W19,ADL-PER,First,212,04-05-1992
1992 W20,ADL-PER,First,231,11-05-1992
1992 W21,ADL-PER,First,207,18-05-1992
1992 W22,ADL-PER,First,160,25-05-1992
1992 W23,ADL-PER,First,134,01-06-1992
1992 W24,ADL-PER,First,155,08-06-1992
1992 W25,ADL-PER,First,174,15-06-1992
1992 W26,ADL-PER,First,153,22-06-1992
1992 W27,ADL-PER,First,151,29-06-1992
1992 W28,ADL-PER,First,134,06-07-1992
1992 W29,ADL-PER,First,131,13-07-1992
1992 W30,ADL-PER,First,142,20-07-1992
1992 W31,ADL-PER,First,153,27-07-1992
1992 W32,ADL-PER,First,110,03-08-1992
1992 W33,ADL-PER,First,160,10-08-1992
1992 W34,ADL-PER,First,158,17-08-1992
1992 W35,ADL-PER,First,170,24-08-1992
1992 W36,ADL-PER,First,146,31-08-1992
1992 W37,ADL-PER,First,144,07-09-1992
1992 W38,ADL-PER,First,113,14-09-1992
1992 W39,ADL-PER,First,154,21-09-1992
1992 W40,ADL-PER,First,139,28-09-1992
1992 W41,ADL-PER,First,126,05-10-1992
1992 W42,ADL-PER,First,145,12-10-1992
1992 W43,ADL-PER,First,127,19-10-1992
1992 W44,ADL-PER,First,117,26-10-1992
1992 W45,ADL-PER,First,180,02-11-1992
1992 W46,ADL-PER,First,146,09-11-1992
1992 W47,ADL-PER,First,116,16-11-1992
1989 W28,MEL-ADL,Business,423,10-07-1989
1989 W29,MEL-ADL,Business,573,17-07-1989
1989 W30,MEL-ADL,Business,603,24-07-1989
1989 W31,MEL-ADL,Business,621,31-07-1989
1989 W32,MEL-ADL,Business,514,07-08-1989
1989 W33,MEL-ADL,Business,298,14-08-1989
1989 W34,MEL-ADL,Business,0,21-08-1989
1989 W35,MEL-ADL,Business,0,28-08-1989
1989 W36,MEL-ADL,Business,0,04-09-1989
1989 W37,MEL-ADL,Business,0,11-09-1989
1989 W38,MEL-ADL,Business,0,18-09-1989
1989 W39,MEL-ADL,Business,0,25-09-1989
1989 W40,MEL-ADL,Business,0,02-10-1989
1989 W41,MEL-ADL,Business,78,09-10-1989
1989 W42,MEL-ADL,Business,31,16-10-1989
1989 W43,MEL-ADL,Business,99,23-10-1989
1989 W44,MEL-ADL,Business,109,30-10-1989
1989 W45,MEL-ADL,Business,75,06-11-1989
1989 W46,MEL-ADL,Business,75,13-11-1989
1989 W47,MEL-ADL,Business,56,20-11-1989
1989 W48,MEL-ADL,Business,53,27-11-1989
1989 W49,MEL-ADL,Business,76,04-12-1989
1989 W50,MEL-ADL,Business,65,11-12-1989
1989 W51,MEL-ADL,Business,27,18-12-1989
1989 W52,MEL-ADL,Business,71,25-12-1989
1990 W01,MEL-ADL,Business,93,01-01-1990
1990 W02,MEL-ADL,Business,202,08-01-1990
1990 W03,MEL-ADL,Business,290,15-01-1990
1990 W04,MEL-ADL,Business,244,22-01-1990
1990 W05,MEL-ADL,Business,344,29-01-1990
1990 W06,MEL-ADL,Business,347,05-02-1990
1990 W07,MEL-ADL,Business,446,12-02-1990
1990 W08,MEL-ADL,Business,429,19-02-1990
1990 W09,MEL-ADL,Business,473,26-02-1990
1990 W10,MEL-ADL,Business,471,05-03-1990
1990 W11,MEL-ADL,Business,559,12-03-1990
1990 W12,MEL-ADL,Business,568,19-03-1990
1990 W13,MEL-ADL,Business,624,26-03-1990
1990 W14,MEL-ADL,Business,457,02-04-1990
1990 W15,MEL-ADL,Business,385,09-04-1990
1990 W16,MEL-ADL,Business,506,16-04-1990
1990 W17,MEL-ADL,Business,651,23-04-1990
1990 W18,MEL-ADL,Business,464,30-04-1990
1990 W19,MEL-ADL,Business,513,07-05-1990
1990 W20,MEL-ADL,Business,518,14-05-1990
1990 W21,MEL-ADL,Business,432,21-05-1990
1990 W22,MEL-ADL,Business,487,28-05-1990
1990 W23,MEL-ADL,Business,413,04-06-1990
1990 W24,MEL-ADL,Business,450,11-06-1990
1990 W25,MEL-ADL,Business,444,18-06-1990
1990 W26,MEL-ADL,Business,425,25-06-1990
1990 W27,MEL-ADL,Business,416,02-07-1990
1990 W28,MEL-ADL,Business,429,09-07-1990
1990 W29,MEL-ADL,Business,464,16-07-1990
1990 W30,MEL-ADL,Business,414,23-07-1990
1990 W31,MEL-ADL,Business,433,30-07-1990
1990 W32,MEL-ADL,Business,399,06-08-1990
1990 W33,MEL-ADL,Business,425,13-08-1990
1990 W34,MEL-ADL,Business,421,20-08-1990
1990 W35,MEL-ADL,Business,439,27-08-1990
1990 W36,MEL-ADL,Business,426,03-09-1990
1990 W37,MEL-ADL,Business,519,10-09-1990
1990 W38,MEL-ADL,Business,261,17-09-1990
1990 W39,MEL-ADL,Business,494,24-09-1990
1990 W40,MEL-ADL,Business,414,01-10-1990
1990 W41,MEL-ADL,Business,414,08-10-1990
1990 W42,MEL-ADL,Business,557,15-10-1990
1990 W43,MEL-ADL,Business,535,22-10-1990
1990 W44,MEL-ADL,Business,575,29-10-1990
1990 W45,MEL-ADL,Business,401,05-11-1990
1990 W46,MEL-ADL,Business,543,12-11-1990
1990 W47,MEL-ADL,Business,410,19-11-1990
1990 W48,MEL-ADL,Business,453,26-11-1990
1990 W49,MEL-ADL,Business,393,03-12-1990
1990 W50,MEL-ADL,Business,241,10-12-1990
1990 W51,MEL-ADL,Business,53,17-12-1990
1990 W52,MEL-ADL,Business,152,24-12-1990
1991 W01,MEL-ADL,Business,175,31-12-1991
1991 W02,MEL-ADL,Business,259,07-01-1991
1991 W03,MEL-ADL,Business,282,14-01-1991
1991 W04,MEL-ADL,Business,239,21-01-1991
1991 W05,MEL-ADL,Business,418,28-01-1991
1991 W06,MEL-ADL,Business,481,04-02-1991
1991 W07,MEL-ADL,Business,465,11-02-1991
1991 W08,MEL-ADL,Business,416,18-02-1991
1991 W09,MEL-ADL,Business,517,25-02-1991
1991 W10,MEL-ADL,Business,473,04-03-1991
1991 W11,MEL-ADL,Business,494,11-03-1991
1991 W12,MEL-ADL,Business,379,18-03-1991
1991 W13,MEL-ADL,Business,380,25-03-1991
1991 W14,MEL-ADL,Business,560,01-04-1991
1991 W15,MEL-ADL,Business,531,08-04-1991
1991 W16,MEL-ADL,Business,445,15-04-1991
1991 W17,MEL-ADL,Business,514,22-04-1991
1991 W18,MEL-ADL,Business,499,29-04-1991
1991 W19,MEL-ADL,Business,500,06-05-1991
1991 W20,MEL-ADL,Business,580,13-05-1991
1991 W21,MEL-ADL,Business,486,20-05-1991
1991 W22,MEL-ADL,Business,523,27-05-1991
1991 W23,MEL-ADL,Business,417,03-06-1991
1991 W24,MEL-ADL,Business,461,10-06-1991
1991 W25,MEL-ADL,Business,408,17-06-1991
1991 W26,MEL-ADL,Business,406,24-06-1991
1991 W27,MEL-ADL,Business,375,01-07-1991
1991 W28,MEL-ADL,Business,359,08-07-1991
1991 W29,MEL-ADL,Business,411,15-07-1991
1991 W30,MEL-ADL,Business,376,22-07-1991
1991 W31,MEL-ADL,Business,400,29-07-1991
1991 W32,MEL-ADL,Business,394,05-08-1991
1991 W33,MEL-ADL,Business,421,12-08-1991
1991 W34,MEL-ADL,Business,378,19-08-1991
1991 W35,MEL-ADL,Business,437,26-08-1991
1991 W36,MEL-ADL,Business,433,02-09-1991
1991 W37,MEL-ADL,Business,390,09-09-1991
1991 W38,MEL-ADL,Business,404,16-09-1991
1991 W39,MEL-ADL,Business,461,23-09-1991
1991 W40,MEL-ADL,Business,432,30-09-1991
1991 W41,MEL-ADL,Business,373,07-10-1991
1991 W42,MEL-ADL,Business,438,14-10-1991
1991 W43,MEL-ADL,Business,542,21-10-1991
1991 W44,MEL-ADL,Business,531,28-10-1991
1991 W45,MEL-ADL,Business,409,04-11-1991
1991 W46,MEL-ADL,Business,526,11-11-1991
1991 W47,MEL-ADL,Business,462,18-11-1991
1991 W48,MEL-ADL,Business,461,25-11-1991
1991 W49,MEL-ADL,Business,401,02-12-1991
1991 W50,MEL-ADL,Business,341,09-12-1991
1991 W51,MEL-ADL,Business,76,16-12-1991
1991 W52,MEL-ADL,Business,115,23-12-1991
1992 W01,MEL-ADL,Business,185,30-12-1992
1992 W02,MEL-ADL,Business,315,06-01-1992
1992 W03,MEL-ADL,Business,321,13-01-1992
1992 W04,MEL-ADL,Business,305,20-01-1992
1992 W05,MEL-ADL,Business,365,27-01-1992
1992 W06,MEL-ADL,Business,325,03-02-1992
1992 W07,MEL-ADL,Business,336,10-02-1992
1992 W08,MEL-ADL,Business,370,17-02-1992
1992 W09,MEL-ADL,Business,492,24-02-1992
1992 W10,MEL-ADL,Business,454,02-03-1992
1992 W11,MEL-ADL,Business,479,09-03-1992
1992 W12,MEL-ADL,Business,2794,16-03-1992
1992 W13,MEL-ADL,Business,2725,23-03-1992
1992 W14,MEL-ADL,Business,2956,30-03-1992
1992 W15,MEL-ADL,Business,2469,06-04-1992
1992 W16,MEL-ADL,Business,1840,13-04-1992
1992 W17,MEL-ADL,Business,2744,20-04-1992
1992 W18,MEL-ADL,Business,2482,27-04-1992
1992 W19,MEL-ADL,Business,2468,04-05-1992
1992 W20,MEL-ADL,Business,2457,11-05-1992
1992 W21,MEL-ADL,Business,2155,18-05-1992
1992 W22,MEL-ADL,Business,2074,25-05-1992
1992 W23,MEL-ADL,Business,1789,01-06-1992
1992 W24,MEL-ADL,Business,1618,08-06-1992
1992 W25,MEL-ADL,Business,1185,15-06-1992
1992 W26,MEL-ADL,Business,879,22-06-1992
1992 W27,MEL-ADL,Business,868,29-06-1992
1992 W28,MEL-ADL,Business,751,06-07-1992
1992 W29,MEL-ADL,Business,764,13-07-1992
1992 W30,MEL-ADL,Business,707,20-07-1992
1992 W31,MEL-ADL,Business,753,27-07-1992
1992 W32,MEL-ADL,Business,761,03-08-1992
1992 W33,MEL-ADL,Business,863,10-08-1992
1992 W34,MEL-ADL,Business,817,17-08-1992
1992 W35,MEL-ADL,Business,691,24-08-1992
1992 W36,MEL-ADL,Business,738,31-08-1992
1992 W37,MEL-ADL,Business,701,07-09-1992
1992 W38,MEL-ADL,Business,737,14-09-1992
1992 W39,MEL-ADL,Business,784,21-09-1992
1992 W40,MEL-ADL,Business,653,28-09-1992
1992 W41,MEL-ADL,Business,736,05-10-1992
1992 W42,MEL-ADL,Business,793,12-10-1992
1992 W43,MEL-ADL,Business,729,19-10-1992
1992 W44,MEL-ADL,Business,895,26-10-1992
1992 W45,MEL-ADL,Business,1053,02-11-1992
1992 W46,MEL-ADL,Business,732,09-11-1992
1992 W47,MEL-ADL,Business,836,16-11-1992
1987 W26,MEL-ADL,Economy,6738,22-06-1987
1987 W27,MEL-ADL,Economy,7059,29-06-1987
1987 W28,MEL-ADL,Economy,6914,06-07-1987
1987 W29,MEL-ADL,Economy,6793,13-07-1987
1987 W30,MEL-ADL,Economy,6713,20-07-1987
1987 W31,MEL-ADL,Economy,6979,27-07-1987
1987 W32,MEL-ADL,Economy,6727,03-08-1987
1987 W33,MEL-ADL,Economy,6827,10-08-1987
1987 W34,MEL-ADL,Economy,7338,17-08-1987
1987 W35,MEL-ADL,Economy,6632,24-08-1987
1987 W36,MEL-ADL,Economy,6912,31-08-1987
1987 W37,MEL-ADL,Economy,7289,07-09-1987
1987 W38,MEL-ADL,Economy,8054,14-09-1987
1987 W39,MEL-ADL,Economy,8314,21-09-1987
1987 W40,MEL-ADL,Economy,7945,28-09-1987
1987 W41,MEL-ADL,Economy,7842,05-10-1987
1987 W42,MEL-ADL,Economy,7512,12-10-1987
1987 W43,MEL-ADL,Economy,7317,19-10-1987
1987 W44,MEL-ADL,Economy,6556,26-10-1987
1987 W45,MEL-ADL,Economy,8824,02-11-1987
1987 W46,MEL-ADL,Economy,9714,09-11-1987
1987 W47,MEL-ADL,Economy,7572,16-11-1987
1987 W48,MEL-ADL,Economy,7364,23-11-1987
1987 W49,MEL-ADL,Economy,7342,30-11-1987
1987 W50,MEL-ADL,Economy,6965,07-12-1987
1987 W51,MEL-ADL,Economy,6528,14-12-1987
1987 W52,MEL-ADL,Economy,5597,21-12-1987
1987 W53,MEL-ADL,Economy,6180,28-12-1987
1988 W01,MEL-ADL,Economy,7001,04-01-1988
1988 W02,MEL-ADL,Economy,6983,11-01-1988
1988 W03,MEL-ADL,Economy,6303,18-01-1988
1988 W04,MEL-ADL,Economy,6938,25-01-1988
1988 W05,MEL-ADL,Economy,7539,01-02-1988
1988 W06,MEL-ADL,Economy,7468,08-02-1988
1988 W07,MEL-ADL,Economy,8734,15-02-1988
1988 W08,MEL-ADL,Economy,8299,22-02-1988
1988 W09,MEL-ADL,Economy,7862,29-02-1988
1988 W10,MEL-ADL,Economy,7823,07-03-1988
1988 W11,MEL-ADL,Economy,7900,14-03-1988
1988 W12,MEL-ADL,Economy,7063,21-03-1988
1988 W13,MEL-ADL,Economy,6970,28-03-1988
1988 W14,MEL-ADL,Economy,7873,04-04-1988
1988 W15,MEL-ADL,Economy,7662,11-04-1988
1988 W16,MEL-ADL,Economy,7164,18-04-1988
1988 W17,MEL-ADL,Economy,6966,25-04-1988
1988 W18,MEL-ADL,Economy,6721,02-05-1988
1988 W19,MEL-ADL,Economy,7162,09-05-1988
1988 W20,MEL-ADL,Economy,7073,16-05-1988
1988 W21,MEL-ADL,Economy,6372,23-05-1988
1988 W22,MEL-ADL,Economy,6318,30-05-1988
1988 W23,MEL-ADL,Economy,7131,06-06-1988
1988 W24,MEL-ADL,Economy,6130,13-06-1988
1988 W25,MEL-ADL,Economy,7140,20-06-1988
1988 W26,MEL-ADL,Economy,7202,27-06-1988
1988 W27,MEL-ADL,Economy,7340,04-07-1988
1988 W28,MEL-ADL,Economy,7644,11-07-1988
1988 W29,MEL-ADL,Economy,6749,18-07-1988
1988 W30,MEL-ADL,Economy,7073,25-07-1988
1988 W31,MEL-ADL,Economy,7457,01-08-1988
1988 W32,MEL-ADL,Economy,7146,08-08-1988
1988 W33,MEL-ADL,Economy,7478,15-08-1988
1988 W34,MEL-ADL,Economy,7103,22-08-1988
1988 W35,MEL-ADL,Economy,7495,29-08-1988
1988 W36,MEL-ADL,Economy,7348,05-09-1988
1988 W37,MEL-ADL,Economy,8192,12-09-1988
1988 W38,MEL-ADL,Economy,8911,19-09-1988
1988 W39,MEL-ADL,Economy,6024,26-09-1988
1988 W40,MEL-ADL,Economy,7573,03-10-1988
1988 W41,MEL-ADL,Economy,6643,10-10-1988
1988 W42,MEL-ADL,Economy,7958,17-10-1988
1988 W43,MEL-ADL,Economy,6675,24-10-1988
1988 W44,MEL-ADL,Economy,8502,31-10-1988
1988 W45,MEL-ADL,Economy,10014,07-11-1988
1988 W46,MEL-ADL,Economy,7327,14-11-1988
1988 W47,MEL-ADL,Economy,6972,21-11-1988
1988 W48,MEL-ADL,Economy,7439,28-11-1988
1988 W49,MEL-ADL,Economy,7430,05-12-1988
1988 W50,MEL-ADL,Economy,6556,12-12-1988
1988 W51,MEL-ADL,Economy,5479,19-12-1988
1988 W52,MEL-ADL,Economy,6246,26-12-1988
1989 W01,MEL-ADL,Economy,6220,02-01-1989
1989 W02,MEL-ADL,Economy,6801,09-01-1989
1989 W03,MEL-ADL,Economy,6475,16-01-1989
1989 W04,MEL-ADL,Economy,6229,23-01-1989
1989 W05,MEL-ADL,Economy,7097,30-01-1989
1989 W06,MEL-ADL,Economy,7031,06-02-1989
1989 W07,MEL-ADL,Economy,6897,13-02-1989
1989 W08,MEL-ADL,Economy,7651,20-02-1989
1989 W09,MEL-ADL,Economy,7476,27-02-1989
1989 W10,MEL-ADL,Economy,7200,06-03-1989
1989 W11,MEL-ADL,Economy,7636,13-03-1989
1989 W12,MEL-ADL,Economy,6629,20-03-1989
1989 W13,MEL-ADL,Economy,7662,27-03-1989
1989 W14,MEL-ADL,Economy,7977,03-04-1989
1989 W15,MEL-ADL,Economy,7772,10-04-1989
1989 W16,MEL-ADL,Economy,6447,17-04-1989
1989 W17,MEL-ADL,Economy,6912,24-04-1989
1989 W18,MEL-ADL,Economy,6964,01-05-1989
1989 W19,MEL-ADL,Economy,6468,08-05-1989
1989 W20,MEL-ADL,Economy,6658,15-05-1989
1989 W21,MEL-ADL,Economy,5761,22-05-1989
1989 W22,MEL-ADL,Economy,6866,29-05-1989
1989 W23,MEL-ADL,Economy,6440,05-06-1989
1989 W24,MEL-ADL,Economy,6932,12-06-1989
1989 W25,MEL-ADL,Economy,8048,19-06-1989
1989 W26,MEL-ADL,Economy,8316,26-06-1989
1989 W27,MEL-ADL,Economy,7647,03-07-1989
1989 W28,MEL-ADL,Economy,6886,10-07-1989
1989 W29,MEL-ADL,Economy,6363,17-07-1989
1989 W30,MEL-ADL,Economy,6138,24-07-1989
1989 W31,MEL-ADL,Economy,6789,31-07-1989
1989 W32,MEL-ADL,Economy,5988,07-08-1989
1989 W33,MEL-ADL,Economy,2903,14-08-1989
1989 W34,MEL-ADL,Economy,0,21-08-1989
1989 W35,MEL-ADL,Economy,0,28-08-1989
1989 W36,MEL-ADL,Economy,0,04-09-1989
1989 W37,MEL-ADL,Economy,0,11-09-1989
1989 W38,MEL-ADL,Economy,0,18-09-1989
1989 W39,MEL-ADL,Economy,0,25-09-1989
1989 W40,MEL-ADL,Economy,0,02-10-1989
1989 W41,MEL-ADL,Economy,1911,09-10-1989
1989 W42,MEL-ADL,Economy,1805,16-10-1989
1989 W43,MEL-ADL,Economy,2518,23-10-1989
1989 W44,MEL-ADL,Economy,3507,30-10-1989
1989 W45,MEL-ADL,Economy,4023,06-11-1989
1989 W46,MEL-ADL,Economy,3714,13-11-1989
1989 W47,MEL-ADL,Economy,3613,20-11-1989
1989 W48,MEL-ADL,Economy,3691,27-11-1989
1989 W49,MEL-ADL,Economy,4328,04-12-1989
1989 W50,MEL-ADL,Economy,4989,11-12-1989
1989 W51,MEL-ADL,Economy,3665,18-12-1989
1989 W52,MEL-ADL,Economy,4153,25-12-1989
1990 W01,MEL-ADL,Economy,5263,01-01-1990
1990 W02,MEL-ADL,Economy,5965,08-01-1990
1990 W03,MEL-ADL,Economy,5887,15-01-1990
1990 W04,MEL-ADL,Economy,5485,22-01-1990
1990 W05,MEL-ADL,Economy,5225,29-01-1990
1990 W06,MEL-ADL,Economy,5644,05-02-1990
1990 W07,MEL-ADL,Economy,5836,12-02-1990
1990 W08,MEL-ADL,Economy,6087,19-02-1990
1990 W09,MEL-ADL,Economy,6025,26-02-1990
1990 W10,MEL-ADL,Economy,5538,05-03-1990
1990 W11,MEL-ADL,Economy,7181,12-03-1990
1990 W12,MEL-ADL,Economy,7331,19-03-1990
1990 W13,MEL-ADL,Economy,7416,26-03-1990
1990 W14,MEL-ADL,Economy,7325,02-04-1990
1990 W15,MEL-ADL,Economy,6810,09-04-1990
1990 W16,MEL-ADL,Economy,7282,16-04-1990
1990 W17,MEL-ADL,Economy,7541,23-04-1990
1990 W18,MEL-ADL,Economy,6660,30-04-1990
1990 W19,MEL-ADL,Economy,6771,07-05-1990
1990 W20,MEL-ADL,Economy,6225,14-05-1990
1990 W21,MEL-ADL,Economy,5948,21-05-1990
1990 W22,MEL-ADL,Economy,6983,28-05-1990
1990 W23,MEL-ADL,Economy,6022,04-06-1990
1990 W24,MEL-ADL,Economy,6034,11-06-1990
1990 W25,MEL-ADL,Economy,6927,18-06-1990
1990 W26,MEL-ADL,Economy,6898,25-06-1990
1990 W27,MEL-ADL,Economy,7606,02-07-1990
1990 W28,MEL-ADL,Economy,7481,09-07-1990
1990 W29,MEL-ADL,Economy,6857,16-07-1990
